ID,Title,Link,Scriptable,Statement,ScriptAvailable
ELB.4,Application Load Balancer should be configured to drop http headers,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-4,Y,Review the Application Load Balancer settings and configure it to drop http headers.,TRUE
ELB.5,Application and Classic Load Balancers logging should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-5,Y,Review all Application and Classic Load Balancers and enable logging if needed.,TRUE
ELB.6,Application Load Balancer deletion protection should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-6,Y,Review all Application Load Balancers and enable deletion protection if not already enabled.,TRUE
ELB.7,Classic Load Balancers should have connection draining enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-7,Y,Review all Classic Load Balancers and turn on connection draining if needed.,TRUE
ELB.8,Classic Load Balancers with SSL listeners should use a predefined security policy that has strong configuration,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-8,,,FALSE
ELB.9,Classic Load Balancers should have cross-zone load balancing enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-9,,,FALSE
ELB.10,Classic Load Balancer should span multiple Availability Zones,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-10,,,FALSE
ELB.12,Application Load Balancer should be configured with defensive or strictest desync mitigation mode,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-12,Y,Ensure that the Application Load Balancer is configured with defensive or strictest desync mitigation mode.,TRUE
ELB.13,"Application, Network and Gateway Load Balancers should span multiple Availability Zones",https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-13,,,FALSE
ELB.14,Classic Load Balancer should be configured with defensive or strictest desync mitigation mode,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-14,Y,Review Classic Load Balancer configuration and enable defensive or strictest desync mitigation mode if needed.,TRUE
ELB.16,Application Load Balancers should be associated with an AWS WAF web ACL,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-16,Y,Review all Application Load Balancers and associate them with an AWS WAF web ACL if not already done.,TRUE
EMR.1,Amazon Elastic MapReduce cluster master nodes should not have public IP addresses,https://docs.aws.amazon.com/securityhub/latest/userguide/emr-controls.html#emr-1,Y,Review all Amazon Elastic MapReduce cluster master nodes and remove any public IP addresses.,TRUE
ES.1,Elasticsearch domains should have encryption at-rest enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/es-controls.html#es-1,Y,Review all Elasticsearch domains and enable encryption at-rest if needed.,TRUE
ES.2,Elasticsearch domains should be in a VPC,https://docs.aws.amazon.com/securityhub/latest/userguide/es-controls.html#es-2,,,FALSE
ES.3,Elasticsearch domains should encrypt data sent between nodes,https://docs.aws.amazon.com/securityhub/latest/userguide/es-controls.html#es-3,Y,Review all Elasticsearch domains and ensure that data is encrypted when sent between nodes.,TRUE
ES.4,Elasticsearch domain error logging to CloudWatch Logs should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/es-controls.html#es-4,Y,Review Elasticsearch domain configuration and enable error logging to CloudWatch Logs if needed.,TRUE
ES.5,Elasticsearch domains should have audit logging enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/es-controls.html#es-5,Y,Review all Elasticsearch domains and enable audit logging if needed.,TRUE
ES.6,Elasticsearch domains should have at least three data nodes,https://docs.aws.amazon.com/securityhub/latest/userguide/es-controls.html#es-6,,,FALSE
ES.7,Elasticsearch domains should be configured with at least three dedicated master nodes,https://docs.aws.amazon.com/securityhub/latest/userguide/es-controls.html#es-7,,,FALSE
ES.8,Connections to Elasticsearch domains should be encrypted using TLS 1.2,https://docs.aws.amazon.com/securityhub/latest/userguide/es-controls.html#es-8,Y,Ensure that all connections to Elasticsearch domains are encrypted using TLS 1.2 protocol.,TRUE
GuardDuty.1,GuardDuty should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/guardduty-controls.html#guardduty-1,Y,Review GuardDuty and enable it if needed.,TRUE
IAM.1,"IAM policies should not allow full ""*"" administrative privileges",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-1,,,FALSE
IAM.2,IAM users should not have IAM policies attached,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-2,,,FALSE
IAM.3,IAM users' access keys should be rotated every 90 days or less,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-3,,,FALSE
IAM.4,IAM root user access key should not exist,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-4,,,FALSE
IAM.5,MFA should be enabled for all IAM users that have a console password,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-5,,,FALSE
IAM.6,Hardware MFA should be enabled for the root user,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-6,,,FALSE
IAM.7,Password policies for IAM users should have strong configurations,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-7,Y,Review the IAM password policies and ensure that they have strong configurations.,TRUE
IAM.8,Unused IAM user credentials should be removed,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-8,Y,Regularly review IAM users and remove unused credentials.,TRUE
IAM.9,Virtual MFA should be enabled for the root user,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-9,,,FALSE
IAM.10,Password policies for IAM users should have strong configurations,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-10,,,FALSE
IAM.11,Ensure IAM password policy requires at least one uppercase letter,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-11,,,FALSE
IAM.12,Ensure IAM password policy requires at least one lowercase letter,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-12,,,FALSE
IAM.13,Ensure IAM password policy requires at least one symbol,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-13,,,FALSE
IAM.14,Ensure IAM password policy requires at least one number,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-14,,,FALSE
IAM.15,Ensure IAM password policy requires minimum password length of 14 or greater,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-15,,,FALSE
IAM.16,Ensure IAM password policy prevents password reuse,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-16,,,FALSE
IAM.17,Ensure IAM password policy expires passwords within 90 days or less,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-17,,,FALSE
IAM.18,Ensure a support role has been created to manage incidents with AWS Support,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-18,Y,Create a support role in AWS for incident management.,TRUE
IAM.19,MFA should be enabled for all IAM users,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-19,,,FALSE
IAM.20,Avoid the use of the root user,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-20,Y,Review IAM users and policies to ensure that root user access is restricted and limited.,TRUE
IAM.21,IAM customer managed policies that you create should not allow wildcard actions for services,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-21,,,FALSE
IAM.22,IAM user credentials unused for 45 days should be removed,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-22,Y,Review IAM user credentials and remove any that have been unused for 45 days.,TRUE
Kinesis.1,Kinesis streams should be encrypted at rest,https://docs.aws.amazon.com/securityhub/latest/userguide/kinesis-controls.html#kinesis-1,Y,Ensure that all Kinesis streams are configured with encryption at-rest.,TRUE
KMS.1,IAM customer managed policies should not allow decryption actions on all KMS keys,https://docs.aws.amazon.com/securityhub/latest/userguide/kms-controls.html#kms-1,,,FALSE
KMS.2,IAM principals should not have IAM inline policies that allow decryption actions on all KMS keys,https://docs.aws.amazon.com/securityhub/latest/userguide/kms-controls.html#kms-2,,,FALSE
KMS.3,AWS KMS keys should not be deleted unintentionally,https://docs.aws.amazon.com/securityhub/latest/userguide/kms-controls.html#kms-3,,,FALSE
KMS.4,AWS KMS key rotation should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/kms-controls.html#kms-4,Y,Review all KMS keys and enable key rotation if needed,TRUE
Lambda.1,Lambda function policies should prohibit public access,https://docs.aws.amazon.com/securityhub/latest/userguide/lambda-controls.html#lambda-1,,,FALSE
Lambda.2,Lambda functions should use supported runtimes,https://docs.aws.amazon.com/securityhub/latest/userguide/lambda-controls.html#lambda-2,Y,Review Lambda functions and ensure that only supported runtimes are being used.,TRUE
Lambda.3,Lambda functions should be in a VPC,https://docs.aws.amazon.com/securityhub/latest/userguide/lambda-controls.html#lambda-3,,,FALSE
Lambda.5,VPC Lambda functions should operate in more than one Availability Zone,https://docs.aws.amazon.com/securityhub/latest/userguide/lambda-controls.html#lambda-5,,,FALSE
NetworkFirewall.3,Network Firewall policies should have at least one rule group associated,https://docs.aws.amazon.com/securityhub/latest/userguide/networkfirewall-controls.html#networkfirewall-3,,,FALSE
NetworkFirewall.4,The default stateless action for Network Firewall policies should be drop or forward for full packets,https://docs.aws.amazon.com/securityhub/latest/userguide/networkfirewall-controls.html#networkfirewall-4,,,FALSE
NetworkFirewall.5,The default stateless action for Network Firewall policies should be drop or forward for fragmented packets,https://docs.aws.amazon.com/securityhub/latest/userguide/networkfirewall-controls.html#networkfirewall-5,,,FALSE
NetworkFirewall.6,Stateless network firewall rule group should not be empty,https://docs.aws.amazon.com/securityhub/latest/userguide/networkfirewall-controls.html#networkfirewall-6,,,FALSE
Opensearch.1,OpenSearch domains should have encryption at rest enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/opensearch-controls.html#opensearch-1,Y,Ensure all OpenSearch domains have encryption at rest enabled.,TRUE
Opensearch.2,OpenSearch domains should be in a VPC,https://docs.aws.amazon.com/securityhub/latest/userguide/opensearch-controls.html#opensearch-2,,,FALSE
Opensearch.3,OpenSearch domains should encrypt data sent between nodes,https://docs.aws.amazon.com/securityhub/latest/userguide/opensearch-controls.html#opensearch-3,Y,Review all OpenSearch domains and configure encryption for data sent between nodes if not already enabled.,TRUE
Opensearch.4,OpenSearch domain error logging to CloudWatch Logs should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/opensearch-controls.html#opensearch-4,,,FALSE
Opensearch.5,OpenSearch domains should have audit logging enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/opensearch-controls.html#opensearch-5,,,FALSE
Opensearch.6,OpenSearch domains should have at least three data nodes,https://docs.aws.amazon.com/securityhub/latest/userguide/opensearch-controls.html#opensearch-6,,,FALSE
Opensearch.7,OpenSearch domains should have fine-grained access control enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/opensearch-controls.html#opensearch-7,Y,Review all OpenSearch domains and enable fine-grained access control if needed.,TRUE
Opensearch.8,Connections to OpenSearch domains should be encrypted using TLS 1.2,https://docs.aws.amazon.com/securityhub/latest/userguide/opensearch-controls.html#opensearch-8,Y,Ensure that all connections to OpenSearch domains are encrypted using TLS 1.2.,TRUE
RDS.1,RDS snapshot should be private,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-1,Y,Ensure all RDS snapshots are set to private to prevent unauthorized access.,TRUE
RDS.2,"RDS DB Instances should prohibit public access, as determined by the PubliclyAccessible configuration",https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-2,Y,"Review all RDS DB instances and disable PubliclyAccessible if needed, in order to prohibit public access.",TRUE
RDS.3,RDS DB instances should have encryption at-rest enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-3,Y,Review all RDS DB instances and turn on encryption at-rest if needed,TRUE
RDS.4,RDS cluster snapshots and database snapshots should be encrypted at rest,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-4,Y,Review all RDS cluster and database snapshots and enable encryption at rest if necessary.,TRUE
RDS.5,RDS DB instances should be configured with multiple Availability Zones,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-5,,,FALSE
RDS.6,Enhanced monitoring should be configured for RDS DB instances,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-6,Y,Review RDS DB instances and configure enhanced monitoring if needed.,TRUE
RDS.7,RDS clusters should have deletion protection enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-7,,,FALSE
RDS.8,RDS DB instances should have deletion protection enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-8,Y,Review all RDS DB instances and enable deletion protection if needed.,TRUE
RDS.9,Database logging should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-9,,,FALSE
RDS.10,IAM authentication should be configured for RDS instances,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-10,,,FALSE
RDS.11,RDS instances should have automatic backups enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-11,,,FALSE
RDS.12,IAM authentication should be configured for RDS clusters,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-12,,,FALSE
RDS.13,RDS automatic minor version upgrades should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-13,Y,Review RDS instances and enable automatic minor version upgrades if not already enabled.,TRUE
RDS.14,Amazon Aurora clusters should have backtracking enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-14,Y,Review all Amazon Aurora clusters and enable backtracking if needed.,TRUE
RDS.15,RDS DB clusters should be configured for multiple Availability Zones,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-15,,,FALSE
RDS.16,RDS DB clusters should be configured to copy tags to snapshots,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-16,Y,Review all RDS DB clusters and configure them to copy tags to snapshots.,TRUE
RDS.17,RDS DB instances should be configured to copy tags to snapshots,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-17,Y,Ensure that tags are copied to RDS DB instance snapshots as per the desired configuration.,TRUE
RDS.18,RDS instances should be deployed in a VPC,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-18,,,FALSE
RDS.19,An RDS event notifications subscription should be configured for critical cluster events,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-19,,,FALSE
RDS.20,An RDS event notifications subscription should be configured for critical database instance events,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-20,,,FALSE
RDS.21,An RDS event notifications subscription should be configured for critical database parameter group events,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-21,,,FALSE
RDS.22,An RDS event notifications subscription should be configured for critical database security group events,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-22,,,FALSE
RDS.23,RDS instances should not use a database engine default port,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-23,,,FALSE
RDS.24,RDS Database Clusters should use a custom administrator username,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-24,Y,Ensure that a custom administrator username is used for all RDS Database Clusters.,TRUE
RDS.25,RDS database instances should use a custom administrator username,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-25,Y,Review all RDS DB instances and update the default administrator username to a custom one.,TRUE
RDS.26,RDS DB instances should be covered by a backup plan,https://docs.aws.amazon.com/securityhub/latest/userguide/rds-controls.html#rds-26,Y,Review all RDS DB instances and ensure that they are covered by a backup plan.,TRUE
Redshift.1,Amazon Redshift clusters should prohibit public access,https://docs.aws.amazon.com/securityhub/latest/userguide/redshift-controls.html#redshift-1,Y,Review all Amazon Redshift clusters and configure their security groups to prohibit public access.,TRUE
Redshift.2,Connections to Amazon Redshift clusters should be encrypted in transit,https://docs.aws.amazon.com/securityhub/latest/userguide/redshift-controls.html#redshift-2,Y,Review all connections to Amazon Redshift clusters and ensure encryption in transit is enabled.,TRUE
Redshift.3,Amazon Redshift clusters should have automatic snapshots enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/redshift-controls.html#redshift-3,,,FALSE
Redshift.4,Amazon Redshift clusters should have audit logging enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/redshift-controls.html#redshift-4,Y,Review all Amazon Redshift clusters and enable audit logging if needed.,TRUE
Redshift.6,Amazon Redshift should have automatic upgrades to major versions enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/redshift-controls.html#redshift-6,Y,Review all Amazon Redshift clusters and enable automatic upgrades to major versions if needed.,TRUE
Redshift.7,Redshift clusters should use enhanced VPC routing,https://docs.aws.amazon.com/securityhub/latest/userguide/redshift-controls.html#redshift-7,,,FALSE
Redshift.8,Amazon Redshift clusters should not use the default Admin username,https://docs.aws.amazon.com/securityhub/latest/userguide/redshift-controls.html#redshift-8,,,FALSE
Redshift.9,Redshift clusters should not use the default database name,https://docs.aws.amazon.com/securityhub/latest/userguide/redshift-controls.html#redshift-9,Y,"When creating a Redshift cluster, do not use the default database name.",TRUE
Redshift.10,Redshift clusters should be encrypted at rest,https://docs.aws.amazon.com/securityhub/latest/userguide/redshift-controls.html#redshift-10,Y,Check all Redshift clusters and enable encryption at rest if it is not already enabled.,TRUE
S3.1,S3 Block Public Access setting should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-1,Y,Review all S3 bucket settings and enable Block Public Access if it is not enabled,TRUE
S3.2,S3 buckets should prohibit public read access,https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-2,Y,Review all S3 buckets and configure them to disallow public read access.,TRUE
S3.3,S3 buckets should prohibit public write access,https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-3,Y,Review all S3 buckets and ensure public write access is disabled.,TRUE
S3.4,S3 buckets should have server-side encryption enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-4,Y,Review all S3 buckets and turn on server-side encryption if needed.,TRUE
S3.5,S3 buckets should require requests to use Secure Socket Layer,https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-5,,,FALSE
S3.6,S3 permissions granted to other AWS accounts in bucket policies should be restricted,https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-6,,,FALSE
S3.7,S3 buckets should have cross-Region replication enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-7,,,FALSE
S3.8,S3 Block Public Access setting should be enabled at the bucket-level,https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-8,,,FALSE
S3.9,S3 bucket server access logging should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-9,,,FALSE
S3.10,S3 buckets with versioning enabled should have lifecycle policies configured,https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-10,,,FALSE
S3.11,S3 buckets should have event notifications enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-11,,,FALSE
S3.12,S3 access control lists (ACLs) should not be used to manage user access to buckets,https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-12,,,FALSE
S3.13,S3 buckets should have lifecycle policies configured,https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-13,,,FALSE
S3.14,S3 buckets should use versioning,https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-14,Y,Review all S3 buckets and enable versioning if needed.,TRUE
S3.15,S3 buckets should be configured to use Object Lock,https://docs.aws.amazon.com/securityhub/latest/userguide/s3-controls.html#s3-15,,,FALSE
SageMaker.1,Amazon SageMaker notebook instances should not have direct internet access,https://docs.aws.amazon.com/securityhub/latest/userguide/sagemaker-controls.html#sagemaker-1,,,FALSE
SageMaker.2,SageMaker notebook instances should be launched in a custom VPC,https://docs.aws.amazon.com/securityhub/latest/userguide/sagemaker-controls.html#sagemaker-2,,,FALSE
SageMaker.3,Users should not have root access to SageMaker notebook instances,https://docs.aws.amazon.com/securityhub/latest/userguide/sagemaker-controls.html#sagemaker-3,,,FALSE
SecretsManager.1,Secrets Manager secrets should have automatic rotation enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/secretsmanager-controls.html#secretsmanager-1,,,FALSE
SecretsManager.2,Secrets Manager secrets configured with automatic rotation should rotate successfully,https://docs.aws.amazon.com/securityhub/latest/userguide/secretsmanager-controls.html#secretsmanager-2,,,FALSE
SecretsManager.3,Remove unused Secrets Manager secrets,https://docs.aws.amazon.com/securityhub/latest/userguide/secretsmanager-controls.html#secretsmanager-3,Y,Review all Secrets Manager secrets and delete any that are no longer needed.,TRUE
SecretsManager.4,Secrets Manager secrets should be rotated within a specified number of days,https://docs.aws.amazon.com/securityhub/latest/userguide/secretsmanager-controls.html#secretsmanager-4,,,FALSE
SNS.1,SNS topics should be encrypted at-rest using AWS KMS,https://docs.aws.amazon.com/securityhub/latest/userguide/sns-controls.html#sns-1,,,FALSE
SNS.2,Logging of delivery status should be enabled for notification messages sent to a topic,https://docs.aws.amazon.com/securityhub/latest/userguide/sns-controls.html#sns-2,,,FALSE
SQS.1,Amazon SQS queues should be encrypted at rest,https://docs.aws.amazon.com/securityhub/latest/userguide/sqs-controls.html#sqs-1,Y,Review all Amazon SQS queues and enable encryption at-rest if needed.,TRUE
SSM.1,EC2 instances should be managed by AWS Systems Manager,https://docs.aws.amazon.com/securityhub/latest/userguide/ssm-controls.html#ssm-1,,,FALSE
SSM.2,EC2 instances managed by Systems Manager should have a patch compliance status of COMPLIANT after a patch installation,https://docs.aws.amazon.com/securityhub/latest/userguide/ssm-controls.html#ssm-2,,,FALSE
SSM.3,EC2 instances managed by Systems Manager should have an association compliance status of COMPLIANT,https://docs.aws.amazon.com/securityhub/latest/userguide/ssm-controls.html#ssm-3,,,FALSE
SSM.4,SSM documents should not be public,https://docs.aws.amazon.com/securityhub/latest/userguide/ssm-controls.html#ssm-4,Y,Ensure that all SSM documents are not publicly accessible.,TRUE
WAF.1,AWS WAF Classic Global Web ACL logging should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/waf-controls.html#waf-1,,,FALSE
WAF.2,A WAF Regional rule should have at least one condition,https://docs.aws.amazon.com/securityhub/latest/userguide/waf-controls.html#waf-2,,,FALSE
WAF.3,A WAF Regional rule group should have at least one rule,https://docs.aws.amazon.com/securityhub/latest/userguide/waf-controls.html#waf-3,,,FALSE
WAF.4,A WAF Regional web ACL should have at least one rule or rule group,https://docs.aws.amazon.com/securityhub/latest/userguide/waf-controls.html#waf-4,,,FALSE
WAF.6,A WAF global rule should have at least one condition,https://docs.aws.amazon.com/securityhub/latest/userguide/waf-controls.html#waf-6,,,FALSE
WAF.7,A WAF global rule group should have at least one rule,https://docs.aws.amazon.com/securityhub/latest/userguide/waf-controls.html#waf-7,,,FALSE
WAF.8,A WAF global web ACL should have at least one rule or rule group,https://docs.aws.amazon.com/securityhub/latest/userguide/waf-controls.html#waf-8,,,FALSE
WAF.10,A WAFv2 web ACL should have at least one rule or rule group,https://docs.aws.amazon.com/securityhub/latest/userguide/waf-controls.html#waf-10,,,FALSE
WAF.11,AWS WAFv2 web ACL logging should be activated,https://docs.aws.amazon.com/securityhub/latest/userguide/waf-controls.html#waf-11,,,FALSE